name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Bone Wand	wand		bwn	bwn	bwn	0		1	1	4	12	0	0	0	0	0	0	0	-20	0	0	3	3	18	0	18	0	2592	78014	1	328		bwn	9bw	7bw	1hs	1hs	5	1hss	1	2	0	0	0	0	flpbwn	invbwn	invbwnu	invbwnu	1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	3	1	3	1	0	0	0	0	0	0	0	0	0	255	3	5	5	7	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	3	4	2	3	20	3	4	2	3	20	0	0	0	0	255	0	1	0	1	255			1	2	0	xxx	xxx	1	0
Grim Wand	wand		gwn	bwn	gwn	0		1	1	6	15	0	0	0	0	0	0	0	0	0	0	4	4	18	0	26	0	4196	156906	1	328		gwn	9gw	7gw	1hs	1hs	5	1hss	1	2	0	0	0	0	flpgwn	invgwn			1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	2	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	1	3	1	2	20	1	3	1	2	20	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx	1	0
Burnt Wand	wand		9wn	wnd	9wn	0		1	1	10	24	0	0	0	0	0	0	0	0	0	0	5	5	18	0	31	21	1830	103856	1	328		wnd	9wn	7wn	1hs	1hs	5	1hss	1	2	0	0	0	0	flpwnd	invbuwd			1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Petrified Wand	wand		9yw	ywn	9yw	0		1	1	10	32	0	0	0	0	0	0	0	10	0	0	6	6	18	0	38	27	5070	263938	1	328		ywn	9yw	7yw	1hs	1hs	5	1hss	1	2	0	0	0	0	flpywn	invpewd			1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Tomb Wand	wand		9bw	bwn	9bw	0		1	1	12	30	0	0	0	0	0	0	0	-20	0	0	7	7	18	0	43	27	8376	457146	1	328		bwn	9bw	7bw	1hs	1hs	5	1hss	1	2	0	0	0	0	flpbwn	invtmwd	invbwnu	invbwnu	1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Grave Wand	wand		9gw	bwn	9gw	0		1	1	15	38	0	0	0	0	0	0	0	0	0	0	8	8	18	0	49	27	13188	784236	1	328		gwn	9gw	7gw	1hs	1hs	5	1hss	1	2	0	0	0	0	flpgwn	invgrwd	inv9gwu	inv9gwu	1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Polished Wand	wand		7wn	wnd	7wn	100		1	1	21	45	0	0	0	0	0	0	0	0	0	0	9	9	26	0	55	45	18824	1226758	0	328		wnd	9wn	7wn	1hs	1hs	5	1hss	1	2	0	0	0	0	flpwnd	invpwnd			1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Ghost Wand	wand		7yw	ywn	7yw	100		1	1	23	54	0	0	0	0	0	0	0	10	0	0	10	10	16	0	65	54	17572	1357640	0	328		ywn	9yw	7yw	1hs	1hs	5	1hss	1	2	0	0	0	0	flpywn	invgowd			1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	8	0	xxx	xxx	1	0
Lich Wand	wand		7bw	bwn	7bw	100		1	1	13	43	0	0	0	0	0	0	0	-20	0	0	11	11	20	0	75	63	18416	1636544	0	328		bwn	9bw	7bw	1hs	1hs	5	1hss	1	2	0	0	0	0	flpbwn	invliwd	invbwnu	invbwnu	1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Unearthed Wand	wand		7gw	bwn	7gw	100		1	1	25	40	0	0	0	0	0	0	0	0	0	0	12	12	21	0	86	72	15374	1582742	0	328		gwn	9gw	7gw	1hs	1hs	5	1hss	1	2	0	0	0	0	flpgwn	invunwd			1	2	0		0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Club	club		clb	clb	clb	0		1	1	2	8	0	0	0	0	0	0	0	-10	37	0	2	0	28	0	1	0	64	6790	0	328		clb	9cl	7cl	1hs	1hs	5	club	1	3	0	0	0	0	flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1	0	0	0	0	255	1	1	1	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	mac	mst	1	0
Spiked Club	club		spc	clb	spc	0		1	1	7	13	0	0	0	0	0	0	1	0	44	0	6	0	43	0	4	0	450	12096	0	328		spc	9sp	7sp	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1	0	0	0	0	255	1	1	1	1	20	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	mac	mst	1	0
Mace	mace		mac	mac	mac	0		1	1	7	19	0	0	0	0	0	0	0	0	51	0	11	0	72	0	8	0	926	22856	0	328		mac	9ma	7ma	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpmac	invmac			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	1	1	1	1	20	0	1	0	1	1	0	1	0	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	2	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	mst	mau	1	0
Morning Star	mace		mst	mac	mst	0		1	1	12	28	0	0	0	0	0	0	1	10	58	0	17	0	86	0	13	0	1688	44736	0	328		mst	9mt	7mt	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpmst	invmst	invmstu	invmstu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	fla	1	0
Flail	mace		fla	fla	fla	0		1	1	7	38	0	0	0	0	0	0	2	-10	65	0	24	0	36	0	19	0	2824	86974	0	328		fla	9fl	7fl	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpfla	invjags			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	0	0	0	0	255	0	0	0	0	255	1	1	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	gma	1	0
Cudgel	club		9cl	clb	9cl	0		1	1	14	40	0	0	0	0	0	0	0	-10	72	5	33	13	28	0	30	19	792	65810	0	328		clb	9cl	7cl	1hs	1hs	5	club	1	3	0	0	0	0	flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	2	0	xxx	xxx	1	0
Barbed Club	club		9sp	clb	9sp	0		1	1	23	49	0	0	0	0	0	0	1	0	79	10	43	17	43	0	32	22	1950	111328	0	328		spc	9sp	7sp	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Flanged Mace	mace		9ma	mac	9ma	0		1	1	27	56	0	0	0	0	0	0	0	0	86	15	54	22	72	0	35	25	3378	177216	0	328		mac	9ma	7ma	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpmac	invflma			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Jagged Star	mace		9mt	mac	9mt	0		1	1	34	64	0	0	0	0	0	0	1	10	93	20	66	27	86	0	39	27	5664	296682	0	328		mst	9mt	7mt	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpmst	invmst	invmstu	invmstu	1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Knout	mace		9fl	fla	9fl	0		1	1	29	78	0	0	0	0	0	0	2	-10	100	25	79	32	36	0	43	27	9072	490666	0	328		fla	9fl	7fl	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpfla	invknot			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Truncheon	club		7cl	clb	7cl	100		1	1	56	93	0	0	0	0	0	0	0	-10	107	30	93	37	66	0	52	43	2976	237160	0	328		clb	9cl	7cl	1hs	1hs	5	club	1	3	0	0	0	0	flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			5	2	0	xxx	xxx	1	0
Tyrant Club	club		7sp	clb	7sp	100		1	1	58	120	0	0	0	0	0	0	1	0	114	35	108	44	78	0	57	46	13586	936768	0	328		spc	9sp	7sp	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpspc	invtyrc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Reinforced Mace	mace		7ma	mac	7ma	100		1	1	71	118	0	0	0	0	0	0	0	0	121	40	124	50	72	0	63	52	29530	2159796	0	328		mac	9ma	7ma	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpmac	invrmac	invmstu	inv7mas	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Devil Star	mace		7mt	mac	7mt	100		1	1	77	130	0	0	0	0	0	0	1	10	128	45	141	57	86	0	70	58	31348	2541682	0	328		mst	9mt	7mt	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpmst	invdevs			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Scourge	mace		7fl	fla	7fl	100		1	1	59	171	0	0	0	0	0	0	2	-10	135	50	170	70	78	0	76	63	39064	3415846	0	328		fla	9fl	7fl	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpfla	invscrg			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Scepter	scep		scp	mac	scp	0		1	1	8	15	0	0	0	0	0	0	0	0	45	0	5	0	60	0	3	0	700	11312	0	328		scp	9sc	7sc	1hs	1hs	5	club	1	3	0	0	0	0	flpscp	invscp			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	2	4	2	4	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	2	3	3	5	1	0	0	0	0	0	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			2	2	0	gsc	wsp	1	0
Grand Scepter	scep		gsc	mac	gsc	0		1	1	12	27	0	0	0	0	0	0	1	10	60	0	10	0	72	0	15	0	2218	59662	0	328		gsc	9qs	7qs	1hs	1hs	5	club	1	3	0	0	0	0	flpgsc	invgsc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	3	1	3	1	0	0	0	0	0	0	0	0	0	255	3	5	3	5	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	1	2	1	1	20	2	3	1	2	20	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	wsp	1	0
War Scepter	scep		wsp	whm	wsp	0		1	1	16	36	0	0	0	0	0	0	1	-10	75	0	17	0	84	0	21	0	4646	138392	0	328		wsp	9ws	7ws	1hs	1hs	5	club	2	3	0	0	0	0	flpwsp	invwsp			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	1	3	1	3	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	1	2	1	2	20	1	2	1	1	20	0	0	0	0	255	0	1	0	1	255			2	2	0	xxx	xxx	1	0
Rune Scepter	scep		9sc	mac	9sc	0		1	1	23	48	0	0	0	0	0	0	0	0	90	0	37	0	60	0	31	21	2700	134064	0	328		scp	9sc	7sc	1hs	1hs	5	club	1	3	0	0	0	0	flpscp	invrusc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Holy Water Sprinkler	scep		9qs	mac	9qs	0		1	1	28	71	0	0	0	0	0	0	1	10	105	0	51	0	72	0	40	27	7254	375378	0	328		gsc	9qs	7qs	1hs	1hs	5	club	1	3	0	0	0	0	flpgsc	invhosc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Divine Scepter	scep		9ws	whm	9ws	0		1	1	34	80	0	0	0	0	0	0	1	-10	120	0	70	0	84	0	45	27	14538	788714	0	328		wsp	9ws	7ws	1hs	1hs	5	club	2	3	0	0	0	0	flpwsp	invdisc			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Mighty Scepter	scep		7sc	mac	7sc	100		1	1	68	116	0	0	0	0	0	0	0	0	135	0	95	0	60	0	62	51	40398	2880276	0	328		scp	9sc	7sc	1hs	1hs	5	club	1	3	0	0	0	0	flpscp	invmisc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Seraph Rod	scep		7qs	mac	7qs	100		1	1	81	136	0	0	0	0	0	0	1	10	150	0	127	0	72	0	76	63	47002	4091528	0	328		gsc	9qs	7qs	1hs	1hs	5	club	1	3	0	0	0	0	flpgsc	invsesc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Caduceus	scep		7ws	whm	7ws	100		1	1	81	139	0	0	0	0	0	0	1	-10	165	0	167	0	84	0	88	73	45740	4612294	0	328		wsp	9ws	7ws	1hs	1hs	5	club	2	3	0	0	0	0	flpwsp	invcasc			1	6	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
War Hammer	hamm		whm	whm	whm	0		1	1	0	0	0	1	27	46	0	0	0	20	60	0	10	0	66	0	25	0	4162	150136	0	312		whm	9wh	7wh	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpwhm	invwhm			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			178	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	mau	gma	1	0
Maul	hamm		mau	mau	mau	0		1	1	0	0	0	1	39	74	0	0	1	10	75	0	18	0	72	0	21	0	3340	107676	0	312		mau	9m9	7m7	stf	stf	5	2hsl	2	4	0	0	0	0	flpmau	invmau	invmauu	invmauu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	mau	1	0
