Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	Term
Mscroll 7E			1						V60	2	V61	2	V62	2	V63	2	V64	2	V65	2	V66	2	V67	2	V68	2	V69	2	0
Mscroll 8E			1						V70	2	V71	2	V72	2	V73	2	V74	2	V75	2	V76	2	V77	2	V78	2	V79	2	0
Mscroll 9E			1						V80	2	V81	2	V82	2	V83	2	V84	2	V85	2	V86	2	V87	5	V88	5	V89	5	0
Mscroll 10E			1						V90	5	V91	5	V92	5	V93	5	V94	5	V95	5	V96	5	V97	5	V98	5	V99	5	0
Mscroll E			1						Mscroll 1E	5	Mscroll 2E	5	Mscroll 3E	5	Mscroll 4E	5	Mscroll 5E	5	Mscroll 6E	5	Mscroll 7E	2	Mscroll 8E	2	Mscroll 9E	3	Mscroll 10E	5	0
Mscroll Main			1					100	Mscroll A	4	Mscroll B	4	Mscroll C	4	Mscroll D	4	Mscroll E	4											0
Lscroll 1A			1						z00	5	z01	5	z02	5	z03	5	z04	5	z05	5	z06	5	z07	5	z08	5	z09	5	0
Lscroll 2A			1						z10	5	z11	5	z12	5	z13	5	z14	5	z15	5	z16	5	z17	5	z18	5	z19	5	0
Lscroll 3A			1						z20	5	z21	5	z22	5	z23	5	z24	5	z25	5	z26	5	z27	5	z28	5	z29	5	0
Lscroll 4A			1						z30	5	z31	5	z32	5	z33	5	z34	5	z35	5	z36	5	z37	5	z38	5	z39	5	0
Lscroll 5A			1						z40	5	z41	5	z42	5	z43	5	z44	5	z45	5	z46	5	z47	5	z48	5	z49	5	0
Lscroll 6A			1						z50	5	z51	5	z52	5	z53	5	z54	5	z55	5	z56	5	z57	5	z58	5	z59	5	0
Lscroll 7A			1						z60	5	z61	5	z62	5	z63	5	z64	5	z65	5	z66	5	z67	5	z68	5	z69	5	0
Lscroll 8A			1						z70	5	z71	5	z72	5	z73	5	z74	5	z75	5	z76	5	z77	5	z78	5	z79	5	0
Lscroll 9A			1						z80	5	z81	5	z82	5	z83	5	z84	5	z85	5	z86	5	z87	5	z88	5	z89	5	0
Lscroll 10A			1						z90	5	z91	5	z92	5	z93	5	z94	5	z95	5	z96	5	z97	5	z98	5	z99	5	0
Lscroll A			1						Lscroll 1A	5	Lscroll 2A	5	Lscroll 3A	5	Lscroll 4A	5	Lscroll 5A	5	Lscroll 6A	5	Lscroll 7A	5	Lscroll 8A	5	Lscroll 9A	5	Lscroll 10A	5	0
Lscroll 1B			1						z00	5	t01	5	t02	5	t03	5	t04	5	t05	5	t06	5	t07	5	t08	5	t09	5	0
Lscroll 2B			1						z10	5	t11	5	t12	5	t13	5	t14	5	t15	5	t16	5	t17	5	t18	5	t19	5	0
Lscroll 3B			1						z20	5	t21	5	t22	5	t23	5	t24	5	t25	5	t26	5	t27	5	t28	5	t29	5	0
Lscroll 4B			1						z30	5	t31	5	t32	5	t33	5	t34	5	t35	5	t36	5	t37	5	t38	5	t39	5	0
Lscroll 5B			1						z40	5	t41	5	t42	5	t43	5	t44	5	t45	5	t46	5	t47	5	t48	5	t49	5	0
Lscroll 6B			1						z50	5	t51	5	t52	5	t53	5	t54	5	t55	5	t56	5	t57	5	t58	5	t59	5	0
Lscroll 7B			1						z60	5	t61	5	t62	5	t63	5	t64	5	t65	5	t66	5	t67	5	t68	5	t69	5	0
Lscroll 8B			1						z70	5	t71	5	t72	5	t73	5	t74	5	t75	5	t76	5	t77	5	t78	5	t79	5	0
Lscroll 9B			1						z80	5	t81	5	t82	5	t83	5	t84	5	t85	5	t86	5	t87	5	t88	5	t89	5	0
Lscroll 10B			1						z90	5	t91	5	t92	5	t93	5	t94	5	t95	5	t96	5	t97	5	t98	5	t99	5	0
Lscroll B			1						Lscroll 1B	5	Lscroll 2B	5	Lscroll 3B	5	Lscroll 4B	5	Lscroll 5B	5	Lscroll 6B	5	Lscroll 7B	5	Lscroll 8B	5	Lscroll 9B	5	Lscroll 10B	5	0
Lscroll 1C			1						o00	5	o01	5	o02	5	o03	5	o04	5	o05	5	o06	5	o07	5	o08	5	o09	5	0
Lscroll 2C			1						o10	5	o11	5	o12	5	o13	5	o14	5	o15	5	o16	5	o17	5	o18	5	o19	5	0
Lscroll 3C			1						o20	5	o21	5	o22	5	o23	5	o24	5	o25	5	o26	5	o27	5	o28	5	o29	5	0
Lscroll 4C			1						o30	5	o31	5	o32	5	o33	5	o34	5	o35	5	o36	5	o37	5	o38	5	o39	5	0
Lscroll 5C			1						o40	5	o41	5	o42	5	o43	5	o44	5	o45	5	o46	5	o47	5	o48	5	o49	5	0
Lscroll 6C			1						o50	5	o51	5	o52	5	o53	5	o54	5	o55	5	o56	5	o57	5	o58	5	o59	5	0
Lscroll 7C			1						o60	5	o61	5	o62	5	o63	5	o64	5	o65	5	o66	5	o67	5	o68	5	o69	5	0
Lscroll 8C			1						o70	5	o71	5	o72	5	o73	5	o74	5	o75	5	o76	5	o77	5	o78	5	o79	5	0
Lscroll 9C			1						o80	5	o81	5	o82	5	o83	5	o84	5	o85	5	o86	5	o87	5	o88	5	o89	5	0
Lscroll 10C			1						o90	5	o91	5	o92	5	o93	5	o94	5	o95	5	o96	5	o97	5	o98	5	o99	5	0
Lscroll C			1						Lscroll 1C	5	Lscroll 2C	5	Lscroll 3C	5	Lscroll 4C	5	Lscroll 5C	5	Lscroll 6C	5	Lscroll 7C	5	Lscroll 8C	5	Lscroll 9C	5	Lscroll 10C	5	0
Lscroll 1D			1						Z00	5	Z01	5	Z02	5	Z03	5	Z04	5	Z05	5	Z06	5	Z07	5	Z08	5	Z09	5	0
Lscroll 2D			1						Z10	5	Z11	5	Z12	5	Z13	5	Z14	5	Z15	5	Z16	5	Z17	5	Z18	5	Z19	5	0
Lscroll 3D			1						Z20	5	Z21	5	Z22	5	Z23	5	Z24	5	Z25	5	Z26	5	Z27	5	Z28	5	Z29	5	0
Lscroll 4D			1						Z30	5	Z31	5	Z32	5	Z33	5	Z34	5	Z35	5	Z36	5	Z37	5	Z38	5	Z39	5	0
Lscroll 5D			1						Z40	5	Z41	5	Z42	5	Z43	5	Z44	5	Z45	5	Z46	5	Z47	5	Z48	5	Z49	5	0
Lscroll 6D			1						Z50	5	Z51	5	Z52	5	Z53	5	Z54	5	Z55	5	Z56	5	Z57	5	Z58	5	Z59	5	0
Lscroll 7D			1						Z60	5	Z61	5	Z62	5	Z63	5	Z64	5	Z65	5	Z66	5	Z67	5	Z68	5	Z69	5	0
Lscroll 8D			1						Z70	5	Z71	5	Z72	5	Z73	5	Z74	5	Z75	5	Z76	5	Z77	5	Z78	5	Z79	5	0
Lscroll 9D			1						Z80	5	Z81	5	Z82	5	Z83	5	Z84	5	Z85	5	Z86	5	Z87	5	Z88	5	Z89	5	0
Lscroll 10D			1						Z90	5	Z91	5	Z92	5	Z93	5	Z94	5	Z95	5	Z96	5	Z97	5	Z98	5	Z99	5	0
Lscroll D			1						Lscroll 1D	5	Lscroll 2D	5	Lscroll 3D	5	Lscroll 4D	5	Lscroll 5D	5	Lscroll 6D	5	Lscroll 7D	5	Lscroll 8D	5	Lscroll 9D	5	Lscroll 10D	5	0
Lscroll 1E			1						O00	5	O01	5	O02	5	O03	5	O04	5	O05	5	O06	5	O07	5	O08	5	O09	5	0
Lscroll 2E			1						O10	5	O11	5	O12	5	O13	5	O14	5	O15	5	O16	5	O17	5	O18	5	O19	5	0
Lscroll 3E			1						O20	5	O21	5	O22	5	O23	5	O24	5	O25	5	O26	5	O27	5	O28	5	O29	5	0
Lscroll 4E			1						O30	5	O31	5	O32	5	O33	5	O34	5	O35	5	O36	5	O37	5	O38	5	O39	5	0
Lscroll 5E			1						O40	5	O41	5	O42	5	O43	5	O44	5	O45	5	O46	5	O47	5	O48	5	O49	5	0
Lscroll 6E			1						O50	5	O51	5	O52	5	O53	5	O54	5	O55	5	O56	5	O57	5	O58	5	O59	5	0
Lscroll 7E			1						O60	5	O61	5	O62	5	O63	5	O64	5	O65	5	O66	5	O67	5	O68	5	O69	5	0
Lscroll 8E			1						O70	5	O71	5	O72	5	O73	5	O74	5	O75	5	O76	5	O77	5	O78	5	O79	5	0
Lscroll 9E			1						O80	5	O81	5	O82	5	O83	5	O84	5	O85	5	O86	5	O87	5	O88	5	O89	5	0
Lscroll 10E			1						O90	5	O91	5	O92	5	O93	5	O94	5	O95	5	O96	5	O97	5	O98	5	O99	5	0
Lscroll E			1						Lscroll 1E	5	Lscroll 2E	5	Lscroll 3E	5	Lscroll 4E	5	Lscroll 5E	5	Lscroll 6E	5	Lscroll 7E	5	Lscroll 8E	5	Lscroll 9E	5	Lscroll 10E	5	0
Lscroll Main			1					150	Lscroll A	4	Lscroll B	4	Lscroll C	4	Lscroll D	4	Lscroll E	4											0
Dbox 1			1						p00	5	p01	5	p02	5	p03	5	p04	5	p05	5	p06	5	p07	5	p08	5	p09	5	0
Dbox 2			1						p10	5	p11	5	p12	5	p13	5	p14	5	p15	5	p16	5	p17	5	p18	5	p19	5	0
Dbox 3			1						p20	5	p21	5	p22	5	p23	5	p24	5	p25	5	p26	5	p27	5	p28	5	p29	5	0
Dbox 4			1						p30	5	p31	5	p32	5	p33	5	p34	5	p35	5	p36	5	p37	5	p38	5	p39	5	0
Dbox 5			1						p40	5	p41	5	p42	5	p43	5	p44	5	p45	5	p46	5	p47	5	p48	5	p49	5	0
Dbox 6			1						p50	5	p51	5	p52	5	p53	5	p54	5	p55	5	p56	5	p57	5	p58	5	p59	5	0
Dbox 7			1						p60	5	p61	5	p62	5	p63	5	p64	5	p65	5	p66	5	p67	5	p68	5	p69	5	0
Dbox 8			1						p70	5	p71	5	p72	5	p73	5	p74	5	p75	5	p76	5	p77	5	p78	5	p79	5	0
Dbox 9			1						p80	5	p81	5	p82	5	p83	5	p84	5	p85	5	p86	5	p87	5	p88	5	p89	5	0
Dbox 10			1						p90	5	p91	5	p92	5	p93	5	p94	5	p95	5	p96	5	p97	5	p98	5	p99	5	0
Dbox 11			1						P00	5	P01	5	P02	5	P03	5	P04	5	P05	5	P06	5	P07	5	P08	5	P09	5	0
Dbox 12			1						P10	5	P11	5	P12	5	P13	5	P14	5	P15	5	P16	5	P17	5	P18	5	P19	5	0
Dbox 13			1						P20	5	P21	5	P22	5	P23	5	P24	5	P25	5	P26	5	P27	5	P28	5	P29	5	0
Dbox 14			1						P30	5	P31	5	P32	5	P33	5	P34	5	P35	5	P36	5	P37	5	P38	5	P39	5	0
Dbox 15			1						P40	5	P41	5	P42	5	P43	5	P44	5	P45	5	P46	5	P47	5	P48	5	P49	5	0
Dbox 16			1						P50	5	P51	5	P52	5	P53	5	P54	5	P55	5	P56	5	P57	5	P58	5	P59	5	0
Dbox 17			1						P60	5	P61	5	P62	5	P63	5	P64	5	P65	5	P66	5	P67	5	P68	5	P69	5	0
Dbox 18			1						P70	5	P71	5	P72	5	P73	5	P74	5	P75	5	P76	5	P77	5	P78	5	P79	5	0
Dbox 19			1						P80	5	P81	5	P82	5	P83	5	P84	5	P85	5	P86	5	P87	5	P88	5	P89	5	0
Dbox 20			1						P90	5	P91	5	P92	5	P93	5	P94	5	P95	5	P96	5	P97	5	P98	5	P99	5	0
Dbox 21			1						R00	5	R01	5	R02	5	R03	5	R04	5	R05	5	R06	5	R07	5	R08	5	R09	5	0
Dbox 22			1						R10	5	R11	5	R12	5	R13	5	R14	5	R15	5	R16	5	R17	5	R18	5	R19	5	0
Dbox 23			1						R20	5	R21	5	R22	5	R23	5	R24	5	R25	5	R26	5	R27	5	R28	5	R29	5	0
Dbox 24			1						R30	5	R31	5	R32	5	R33	5	R34	5	R35	5	R36	5	R37	5	R38	5	R39	5	0
Dbox 25			1						R40	5	R41	5	R42	5	R43	5	R44	5	R45	5	R46	5	R47	5	R48	5	R49	5	0
Dbox 26			1						R50	5	R51	5	R52	5	R53	5	R54	5	R55	5	R56	5	R57	5	R58	5	R59	5	0
Dbox 27			1						R60	5	R61	5	R62	5	R63	5	R64	5	R65	5	R66	5	R67	5	R68	5	R69	5	0
Dbox 28			1						R70	5	R71	5	R72	5	R73	5	R74	5	R75	5	R76	5	R77	5	R78	5	R79	5	0
Dbox 29			1						R80	5	R81	5	R82	5	R83	5	R84	5	R85	5	R86	5	R87	5	R88	5	R89	5	0
Dbox 30			1						R90	5	R91	5	R92	5	R93	5	R94	5	R95	5	R96	5	R97	5	R98	5	R99	5	0
Dbox 31			1						N00	5	N01	5	N02	5	N03	5	N04	5	N05	5	N06	5	N07	5	N08	5	N09	5	0
Dbox 32			1						N10	5	N11	5	N12	5	N13	5	N14	5	N15	5	N16	5	N17	5	N18	5	N19	5	0
Dbox 33			1						N20	5	N21	5	N22	5	N23	5	N24	5	N25	5	N26	5	N27	5	N28	5	N29	5	0
Dbox 34			1						N30	5	N31	5	N32	5	N33	5	N34	5	N35	5	N36	5	N37	5	N38	5	N39	5	0
Dbox 35			1						N40	5	N41	5	N42	5	N43	5	N44	5	N45	5	N46	5	N47	5	N48	5	N49	5	0
Dbox 36			1						N50	5	N51	5	N52	5	N53	5	N54	5	N55	5	N56	5	N57	5	N58	5	N59	5	0
Dbox 37			1						N60	5	N61	5	N62	5	N63	5	N64	5	N65	5	N66	5	N67	5	N68	5	N69	5	0
Dbox 38			1						N70	5	N71	5	N72	5	N73	5	N74	5	N75	5	N76	5	N77	5	N78	5	N79	5	0
Dbox 39			1						N80	5	N81	5	N82	5	N83	5	N84	5	N85	5	N86	5	N87	5	N88	5	N89	5	0
Dbox 40			1						N90	5	N91	5	N92	5	N93	5	N94	5	N95	5	N96	5	N97	5	N98	5	N99	5	0
Dbox 41			1						aA1	5	aA2	5	aA3	5	aA4	5	aA5	5	aA6	5	aA7	5	aA8	5	aA9	5	aA0	5	0
Dbox 42			1						aB1	5	aB2	5	aB3	5	aB4	5	aB5	5	aB6	5	aB7	5	aB8	5	aB9	5	aB0	5	0
Dbox 43			1						aC1	5	aC2	5	aC3	5	aC4	5	aC5	5	aC6	5	aC7	5	aC8	5	aC9	5	aC0	5	0
Dbox 44			1						aD1	5	aD2	5	aD3	5	aD4	5	aD5	5	aD6	5	aD7	5	aD8	5	aD9	5	aD0	5	0
Dbox 45			1						aE1	5	aE2	5	aE3	5	aE4	5	aE5	5	aE6	5	aE7	5	aE8	5	aE9	5	aE0	5	0
Dbox 46			1						aF1	5	aF2	5	aF3	5	aF4	5	aF5	5	aF6	5	aF7	5	aF8	5	aF9	5	aF0	5	0
Dbox 47			1						aG1	5	aG2	5	aG3	5	aG4	5	aG5	5	aG6	5	aG7	5	aG8	5	aG9	5	aG0	5	0
Dbox 48			1						aH1	5	aH2	5	aH3	5	aH4	5	aH5	5	aH6	5	aH7	5	aH8	5	aH9	5	aH0	5	0
Dbox 49			1						aI1	5	aI2	5	aI3	5	aI4	5	aI5	5	aI6	5	aI7	5	aI8	5	aI9	5	aI0	5	0
Dbox 50			1						aJ1	5	aJ2	5	aJ3	5	aJ4	5	aJ5	5	aJ6	5	aJ7	5	aJ8	5	aJ9	5	aJ0	5	0
Dbox 51			1						aK1	5	aK2	5	aK3	5	aK4	5	aK5	5	aK6	5	aK7	5	aK8	5	aK9	5	aK0	5	0
Dbox 52			1						aL1	5	aL2	5	aL3	5	aL4	5	aL5	5	aL6	5	aL7	5	aL8	5	aL9	5	aL0	5	0
Dbox 53			1						aM1	5	aM2	5	aM3	5	aM4	5	aM5	5	aM6	5	aM7	5	aM8	5	aM9	5	aM0	5	0
Dbox 54			1						aN1	5	aN2	5	aN3	5	aN4	5	aN5	5	aN6	5	aN7	5	aN8	5	aN9	5	aN0	5	0
Dbox 55			1						aO1	5	aO2	5	aO3	5	aO4	5	aO5	5	aO6	5	aO7	5	aO8	5	aO9	5	aO0	5	0
Dbox 56			1						aP1	5	aP2	5	aP3	5	aP4	5	aP5	5	aP6	5	aP7	5	aP8	5	aP9	5	aP0	5	0
Dbox 57			1						aQ1	5	aQ2	5	aQ3	5	aQ4	5	aQ5	5	aQ6	5	aQ7	5	aQ8	5	aQ9	5	aQ0	5	0
Dbox 58			1						aR1	5	aR2	5	aR3	5	aR4	5	aR5	5	aR6	5	aR7	5	aR8	5	aR9	5	aR0	5	0
Dbox 59			1						aS1	5	aS2	5	aS3	5	aS4	5	aS5	5	aS6	5	aS7	5	aS8	5	aS9	5	aS0	5	0
Dbox 60			1						aT1	5	aT2	5	aT3	5	aT4	5	aT5	5	aT6	5	aT7	5	aT8	5	aT9	5	aT0	5	0
Dbox 61			1						aU1	5	aU2	5	aU3	5	aU4	5	aU5	5	aU6	5	aU7	5	aU8	5	aU9	5	aU0	5	0
Dbox 62			1						aV1	5	aV2	5	aV3	5	aV4	5	aV5	5	aV6	5	aV7	5	aV8	5	aV9	5	aV0	5	0
Dbox 63			1						aW1	5	aW2	5	aW3	5	aW4	5	aW5	5	aW6	5	aW7	5	aW8	5	aW9	5	aW0	5	0
Dbox 64			1						aX1	5	aX2	5	aX3	5	aX4	5	aX5	5	aX6	5	aX7	5	aX8	5	aX9	5	aX0	5	0
Dbox 65			1						aY1	5	aY2	5	aY3	5	aY4	5	aY5	5	aY6	5	aY7	5	aY8	5	aY9	5	aY0	5	0
Dbox 66			1						aZ1	5	aZ2	5	aZ3	5	aZ4	5	aZ5	5	aZ6	5	aZ7	5	aZ8	5	aZ9	5	aZ0	5	0
Dbox 67			1						bA1	5	bA2	5	bA3	5	bA4	5	bA5	5	bA6	5	bA7	5	bA8	5	bA9	5	bA0	5	0
Dbox 68			1						bB1	5	bB2	5	bB3	5	bB4	5	bB5	5	bB6	5	bB7	5	bB8	5	bB9	5	bB0	5	0
Dbox 69			1						bC1	5	bC2	5	bC3	5	bC4	5	bC5	5	bC6	5	bC7	5	bC8	5	bC9	5	bC0	5	0
Dbox 70			1						bD1	5	bD2	5	bD3	5	bD4	5	bD5	5	bD6	5	bD7	5	bD8	5	bD9	5	bD0	5	0
Dbox 71			1						bE1	5	bE2	5	bE3	5	bE4	5	bE5	5	bE6	5	bE7	5	bE8	5	bE9	5	bE0	5	0
Dbox 72			1						bF1	5	bF2	5	bF3	5	bF4	5	bF5	5	bF6	5	bF7	5	bF8	5	bF9	5	bF0	5	0
Dbox 73			1						bG1	5	bG2	5	bG3	5	bG4	5	bG5	5	bG6	5	bG7	5	bG8	5	bG9	5	bG0	5	0
Dbox 74			1						bH1	5	bH2	5	bH3	5	bH4	5	bH5	5	bH6	5	bH7	5	bH8	5	bH9	5	bH0	5	0
Dbox 75			1						bI1	5	bI2	5	bI3	5	bI4	5	bI5	5	bI6	5	bI7	5	bI8	5	bI9	5	bI0	5	0
Dbox 76			1						bJ1	5	bJ2	5	bJ3	5	bJ4	5	bJ5	5	bJ6	5	bJ7	5	bJ8	5	bJ9	5	bJ0	5	0
Dbox 77			1						bK1	5	bK2	5	bK3	5	bK4	5	bK5	5	bK6	5	bK7	5	bK8	5	bK9	5	bK0	5	0
Dbox 78			1						bL1	5	bL2	5	bL3	5	bL4	5	bL5	5	bL6	5	bL7	5	bL8	5	bL9	5	bL0	5	0
Dbox 79			1						bM1	5	bM2	5	bM3	5	bM4	5	bM5	5	bM6	5	bM7	5	bM8	5	bM9	5	bM0	5	0
Dbox 80			1						bN1	5	bN2	5	bN3	5	bN4	5	bN5	5	bN6	5	bN7	5	bN8	5	bN9	5	bN0	5	0
Dbox 81			1						bO1	5	bO2	5	bO3	5	bO4	5	bO5	5	bO6	5	bO7	5	bO8	5	bO9	5	bO0	5	0
Dbox 82			1						bP1	5	bP2	5	bP3	5	bP4	5	bP5	5	bP6	5	bP7	5	bP8	5	bP9	5	bP0	5	0
Dbox 83			1						bQ1	5	bQ2	5	bQ3	5	bQ4	5	bQ5	5	bQ6	5	bQ7	5	bQ8	5	bQ9	5	bQ0	5	0
Dbox 84			1						bR1	5	bR2	5	bR3	5	bR4	5	bR5	5	bR6	5	bR7	5	bR8	5	bR9	5	bR0	5	0
Dbox 85			1						bS1	5	bS2	5	bS3	5	bS4	5	bS5	5	bS6	5	bS7	5	bS8	5	bS9	5	bS0	5	0
Dbox 86			1						bT1	5	bT2	5	bT3	5	bT4	5	bT5	5	bT6	5	bT7	5	bT8	5	bT9	5	bT0	5	0
Dbox 87			1						bU1	5	bU2	5	bU3	5	bU4	5	bU5	5	bU6	5	bU7	5	bU8	5	bU9	5	bU0	5	0
Dbox 88			1						bV1	5	bV2	5	bV3	5	bV4	5	bV5	5	bV6	5	bV7	5	bV8	5	bV9	5	bV0	5	0
Dbox 89			1						bW1	5	bW2	5	bW3	5	bW4	5	bW5	5	bW6	5	bW7	5	bW8	5	bW9	5	bW0	5	0
Dbox 90			1						bX1	5	bX2	5	bX3	5	bX4	5	bX5	5	bX6	5	bX7	5	bX8	5	bX9	5	bX0	5	0
Dbox 91			1						bY1	5	bY2	5	bY3	5	bY4	5	bY5	5	bY6	5	bY7	5	bY8	5	bY9	5	bY0	5	0
Dbox 92			1						bZ1	5	bZ2	5	bZ3	5	bZ4	5	bZ5	5	bZ6	5	bZ7	5	bZ8	5	bZ9	5	bZ0	5	0
Dbox 93			1						cA1	5	cA2	5	cA3	5	cA4	5	cA5	5	cA6	5	cA7	5	cA8	5	cA9	5	cA0	5	0
Dbox 94			1						cB1	5	cB2	5	cB3	5	cB4	5	cB5	5	cB6	5	cB7	5	cB8	5	cB9	5	cB0	5	0
Dbox 95			1						cC1	5	cC2	5	cC3	5	cC4	5	cC5	5	cC6	5	cC7	5	cC8	5	cC9	5	cC0	5	0
Dbox 96			1						cD1	5	cD2	5	cD3	5	cD4	5	cD5	5	cD6	5	cD7	5	cD8	5	cD9	5	cD0	5	0
Dbox 97			1						cE1	5	cE2	5	cE3	5	cE4	5	cE5	5	cE6	5	cE7	5	cE8	5	cE9	5	cE0	5	0
Dbox 98			1						cF1	5	cF2	5	cF3	5	cF4	5	cF5	5	cF6	5	cF7	5	cF8	5	cF9	5	cF0	5	0
Dbox 99			1						cG1	5	cG2	5	cG3	5	cG4	5	cG5	5	cG6	5	cG7	5	cG8	5	cG9	5	cG0	5	0
Dbox 100			1						cH1	5	cH2	5	cH3	5	cH4	5	cH5	5	cH6	5	cH7	5	cH8	5	cH9	5	cH0	5	0
Dbox 101			1						cI1	5	cI2	5	cI3	5	cI4	5	cI5	5	cI6	5	cI7	5	cI8	5	cI9	5	cI0	5	0
Dbox 102			1						cJ1	5	cJ2	5	cJ3	5	cJ4	5	cJ5	5	cJ6	5	cJ7	5	cJ8	5	cJ9	5	cJ0	5	0
Dbox 103			1						cK1	5	cK2	5	cK3	5	cK4	5	cK5	5	cK6	5	cK7	5	cK8	5	cK9	5	cK0	5	0
Dbox 104			1						cL1	5	cL2	5	cL3	5	cL4	5	cL5	5	cL6	5	cL7	5	cL8	5	cL9	5	cL0	5	0
Dbox 105			1						cM1	5	cM2	5	cM3	5	cM4	5	cM5	5	cM6	5	cM7	5	cM8	5	cM9	5	cM0	5	0
Dbox 106			1						cN1	5	cN2	5	cN3	5	cN4	5	cN5	5	cN6	5	cN7	5	cN8	5	cN9	5	cN0	5	0
Dbox 107			1						cO1	5	cO2	5	cO3	5	cO4	5	cO5	5	cO6	5	cO7	5	cO8	5	cO9	5	cO0	5	0
Dbox 108			1						cP1	5	cP2	5	cP3	5	cP4	5	cP5	5	cP6	5	cP7	5	cP8	5	cP9	5	cP0	5	0
Dbox 109			1						cQ1	5	cQ2	5	cQ3	5	cQ4	5	cQ5	5	cQ6	5	cQ7	5	cQ8	5	cQ9	5	cQ0	5	0
Dbox 110			1						cR1	5	cR2	5	cR3	5	cR4	5	cR5	5	cR6	5	cR7	5	cR8	5	cR9	5	cR0	5	0
Dbox 111			1						cS1	5	cS2	5	cS3	5	cS4	5	cS5	5	cS6	5	cS7	5	cS8	5	cS9	5	cS0	5	0
Dbox 112			1						cT1	5	cT2	5	cT3	5	cT4	5	cT5	5	cT6	5	cT7	5	cT8	5	cT9	5	cT0	5	0
Dbox 113			1						cU1	5	cU2	5	cU3	5	cU4	5	cU5	5	cU6	5	cU7	5	cU8	5	cU9	5	cU0	5	0
Dbox 114			1						cV1	5	cV2	5	cV3	5	cV4	5	cV5	5	cV6	5	cV7	5	cV8	5	cV9	5	cV0	5	0
Dbox 115			1						cW1	5	cW2	5	cW3	5	cW4	5	cW5	5	cW6	5	cW7	5	cW8	5	cW9	5	cW0	5	0
Dbox 116			1						cX1	5	cX2	5	cX3	5	cX4	5	cX5	5	cX6	5	cX7	5	cX8	5	cX9	5	cX0	5	0
Dbox 117			1						cY1	5	cY2	5	cY3	5	cY4	5	cY5	5	cY6	5	cY7	5	cY8	5	cY9	5	cY0	5	0
Dbox 118			1						cZ1	5	cZ2	5	cZ3	5	cZ4	5	cZ5	5	cZ6	5	cZ7	5	cZ8	5	cZ9	5	cZ0	5	0
Dbox 119			1						dA1	5	dA2	5	dA3	5	dA4	5	dA5	5	dA6	5	dA7	5	dA8	5	dA9	5	dA0	5	0
Dbox 120			1						dB1	5	dB2	5	dB3	5	dB4	5	dB5	5	dB6	5	dB7	5	dB8	5	dB9	5	dB0	5	0
Dbox 121			1						dC1	5	dC2	5	dC3	5	dC4	5	dC5	5	dC6	5	dC7	5	dC8	5	dC9	5	dC0	5	0
Dbox 122			1						dD1	5	dD2	5	dD3	5	dD4	5	dD5	5	dD6	5	dD7	5	dD8	5	dD9	5	dD0	5	0
Dbox 123			1						dE1	5	dE2	5	dE3	5	dE4	5	dE5	5	dE6	5	dE7	5	dE8	5	dE9	5	dE0	5	0
Dbox 124			1						dF1	5	dF2	5	dF3	5	dF4	5	dF5	5	dF6	5	dF7	5	dF8	5	dF9	5	dF0	5	0
Dbox 125			1						dG1	5	dG2	5	dG3	5	dG4	5	dG5	5	dG6	5	dG7	5	dG8	5	dG9	5	dG0	5	0
Dbox 126			1						dH1	5	dH2	5	dH3	5	dH4	5	dH5	5	dH6	5	dH7	5	dH8	5	dH9	5	dH0	5	0
Dbox 127			1						dI1	5	dI2	5	dI3	5	dI4	5	dI5	5	dI6	5	dI7	5	dI8	5	dI9	5	dI0	5	0
Dbox 128			1						dJ1	5	dJ2	5	dJ3	5	dJ4	5	dJ5	5	dJ6	5	dJ7	5	dJ8	5	dJ9	5	dJ0	5	0
Dbox 129			1						dK1	5	dK2	5	dK3	5	dK4	5	dK5	5	dK6	5	dK7	5	dK8	5	dK9	5	dK0	5	0
Dbox 130			1						dL1	5	dL2	5	dL3	5	dL4	5	dL5	5	dL6	5	dL7	5	dL8	5	dL9	5	dL0	5	0
Dbox 131			1						dM1	5	dM2	5	dM3	5	dM4	5	dM5	5	dM6	5	dM7	5	dM8	5	dM9	5	dM0	5	0
Dbox 132			1						dN1	5	dN2	5	dN3	5	dN4	5	dN5	5	dN6	5	dN7	5	dN8	5	dN9	5	dN0	5	0
Dbox 133			1						dO1	5	dO2	5	dO3	5	dO4	5	dO5	5	dO6	5	dO7	5	dO8	5	dO9	5	dO0	5	0
Dbox 134			1						dP1	5	dP2	5	dP3	5	dP4	5	dP5	5	dP6	5	dP7	5	dP8	5	dP9	5	dP0	5	0
Dbox 135			1						dQ1	5	dQ2	5	dQ3	5	dQ4	5	dQ5	5	dQ6	5	dQ7	5	dQ8	5	dQ9	5	dQ0	5	0
Dbox 136			1						dR1	5	dR2	5	dR3	5	dR4	5	dR5	5	dR6	5	dR7	5	dR8	5	dR9	5	dR0	5	0
Dbox 137			1						dS1	5	dS2	5	dS3	5	dS4	5	dS5	5	dS6	5	dS7	5	dS8	5	dS9	5	dS0	5	0
Dbox 138			1						dT1	5	dT2	5	dT3	5	dT4	5	dT5	5	dT6	5	dT7	5	dT8	5	dT9	5	dT0	5	0
