Name	version	spawnable	rare	level	maxlevel	levelreq	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-norm	0	16	48	openwounds	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-fire	0	16	48	openwounds	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-ltng	0	8	60	openwounds	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-cold	100	18	36	openwounds	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-pois	50	90	90	openwounds	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-mag	0	16	48	mana-kill	0	3	3			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-norm	0	16	48	mana-kill	0	3	3			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-fire	0	16	48	mana-kill	0	3	3			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-ltng	0	8	60	mana-kill	0	3	3			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-cold	100	18	36	mana-kill	0	3	3			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-pois	50	90	90	mana-kill	0	3	3			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-mag	0	16	48	noheal	0	1	1			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-norm	0	16	48	noheal	0	1	1			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-fire	0	16	48	noheal	0	1	1			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-ltng	0	8	60	noheal	0	1	1			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-cold	100	18	36	noheal	0	1	1			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-pois	50	90	90	noheal	0	1	1			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-mag	0	16	48	pierce	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-norm	0	16	48	pierce	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-fire	0	16	48	pierce	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-ltng	0	8	60	pierce	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-cold	100	18	36	pierce	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Magic Missiles	100	1	0	16	0	16		0	1	306	sock	3	0	0	dmg-pois	50	90	90	pierce	0	10	40			mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Bleeding	100	1	1	20	0	25		0	2	307	ease	0	800	1000	openwounds	0	20	40	dmg-pois	50	40	120			h2h2	    	    	    	    	    	    	    	    	    	0	0	0
Wounding	100	1	1	40	0	50		0	2	307	ease	0	800	1000	openwounds	0	30	60	dmg-pois	50	60	180			h2h2	    	    	    	    	    	    	    	    	    	0	0	0
Crippling	100	1	1	60	0	75		0	2	307	ease	0	800	1000	openwounds	0	40	80	dmg-pois	50	80	240			h2h2	    	    	    	    	    	    	    	    	    	0	0	0
Maiming	100	1	1	80	0	99		0	2	307	ease	0	800	1000	openwounds	0	50	100	dmg-pois	50	100	300			h2h2	    	    	    	    	    	    	    	    	    	0	0	0
Stout	100	1	1	1	0	1		0	2	308	ac	0	6	10		0	0	0		0	0	0			brac	    	    	    	    	    	    	    	    	    	0	0	0
Stout	100	1	1	7	0	5		0	2	308	ac	0	12	18		0	0	0		0	0	0			brac	    	    	    	    	    	    	    	    	    	0	0	0
Stout	100	1	1	12	0	9		0	2	308	ac	0	20	24		0	0	0		0	0	0			brac	    	    	    	    	    	    	    	    	    	0	0	0
Burly	100	1	1	17	0	12		0	2	308	ac	0	26	30		0	0	0		0	0	0			brac	    	    	    	    	    	    	    	    	    	0	0	0
Burly	100	1	1	22	0	16		0	2	308	ac	0	32	44		0	0	0		0	0	0			brac	    	    	    	    	    	    	    	    	    	0	0	0
Burly	100	1	1	27	0	20		0	2	308	ac	0	46	60		0	0	0		0	0	0			brac	    	    	    	    	    	    	    	    	    	0	0	0
Stalwart	100	1	1	32	0	24		0	2	308	ac	0	66	80		0	0	0		0	0	0			brac	    	    	    	    	    	    	    	    	    	0	0	0
Stalwart	100	1	1	37	0	29		0	2	308	ac	0	88	100		0	0	0		0	0	0			brac	    	    	    	    	    	    	    	    	    	0	0	0
Stalwart	100	1	1	42	0	34		0	2	308	ac	0	120	200		0	0	0		0	0	0			brac	    	    	    	    	    	    	    	    	    	0	0	0
Blanched	100	1	1	1	0	1		0	2	308	ac	0	10	16		0	0	0		0	0	0	1	whit	brac	    	    	    	    	    	    	    	    	    	0	0	0
Eburin	100	1	1	16	0	12		0	2	308	ac	0	18	40		0	0	0		0	0	0	1	whit	brac	    	    	    	    	    	    	    	    	    	0	0	0
Bone	100	1	1	32	0	24		0	2	308	ac	0	42	80		0	0	0		0	0	0	1	whit	brac	    	    	    	    	    	    	    	    	    	0	0	0
Ivory	100	1	1	64	0	50		0	2	308	ac	0	82	128		0	0	0		0	0	0	1	whit	brac	    	    	    	    	    	    	    	    	    	0	0	0
Pierce I	100	1	1	1	0	5		0	2	309	ease	0	800	1000	pierce	0	5	15		0	0	0			xbow	    	    	    	    	    	    	    	    	    	0	0	0
Pierce II	100	1	1	5	0	10		0	2	310	ease	0	800	1000	pierce	0	15	25		0	0	0			xbow	    	    	    	    	    	    	    	    	    	0	0	0
Pierce II	100	1	1	10	0	15		0	2	311	ease	0	800	1000	pierce	0	25	35		0	0	0			xbow	    	    	    	    	    	    	    	    	    	0	0	0
Crush I	100	1	1	1	0	5		0	2	312	ease	0	800	1000	crush	0	1	5		0	0	0			pole	hamm	    	    	    	    	    	    	    	    	0	0	0
Crush II	100	1	1	5	0	10		0	2	313	ease	0	800	1000	crush	0	5	10		0	0	0			pole	hamm	    	    	    	    	    	    	    	    	0	0	0
Crush III	100	1	1	10	0	15		0	2	314	ease	0	800	1000	crush	0	10	15		0	0	0			pole	hamm	    	    	    	    	    	    	    	    	0	0	0
Wounds I	100	1	1	1	0	5		0	2	315	ease	0	800	1000	openwounds	0	5	15		0	0	0			spea	h2h	h2h2	    	    	    	    	    	    	    	0	0	0
Wounds II	100	1	1	5	0	10		0	2	316	ease	0	800	1000	openwounds	0	15	25		0	0	0			spea	h2h	h2h2	    	    	    	    	    	    	    	0	0	0
Wounds III	100	1	1	10	0	15		0	2	317	ease	0	800	1000	openwounds	0	25	35		0	0	0			spea	h2h	h2h2	    	    	    	    	    	    	    	0	0	0
Knock I	100	1	1	1	0	5		0	2	318	ease	0	800	1000	knock	0	1	1		0	0	0			taxe	    	    	    	    	    	    	    	    	    	0	0	0
Deadly I	100	1	1	1	0	5		0	2	319	ease	0	800	1000	deadly	0	5	10		0	0	0			axe 	    	    	    	    	    	    	    	    	    	0	0	0
Deadly II	100	1	1	5	0	10		0	2	320	ease	0	800	1000	deadly	0	10	20		0	0	0			axe 	    	    	    	    	    	    	    	    	    	0	0	0
Deadly III	100	1	1	10	0	15		0	2	321	ease	0	800	1000	deadly	0	15	30		0	0	0			axe 	    	    	    	    	    	    	    	    	    	0	0	0
Swing I	100	1	1	1	0	5		0	2	322	ease	0	800	1000	swing1	0	5	10		0	0	0			knif	    	    	    	    	    	    	    	    	    	0	0	0
Swing II	100	1	1	5	0	10		0	2	323	ease	0	800	1000	swing1	0	10	20		0	0	0			knif	    	    	    	    	    	    	    	    	    	0	0	0
Swing III	100	1	1	10	0	15		0	2	324	ease	0	800	1000	swing2	0	15	30		0	0	0			knif	    	    	    	    	    	    	    	    	    	0	0	0
Pierce I-K	100	1	1	1	0	5		0	2	325	ease	0	800	1000	pierce	0	5	15		0	0	0			xbow	    	    	    	    	    	    	    	    	    	0	0	0
Pierce II-K	100	1	1	5	0	10		0	2	326	ease	0	800	1000	pierce	0	15	25		0	0	0			xbow	    	    	    	    	    	    	    	    	    	0	0	0
Pierce II-K	100	1	1	10	0	15		0	2	327	ease	0	800	1000	pierce	0	25	35		0	0	0			xbow	    	    	    	    	    	    	    	    	    	0	0	0
Requirements	100	1	1	1	0	1		0	1	328	ease	0	800	1000		0	0	0		0	0	0			armo	weap									0	0	0
Throw I	100	1	1	1	0	5		0	2	329	ease	0	800	1000	throw	0	1	1	rep-quant	0	255	255			knif	    	    	    	    	    	    	    	    	    	0	0	0
