name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	nameable
Chain Mail	0	0	1	1	114	236	8	5	7	0	0	54	0	15	0	9360	90200	chn	chn	0	328	chn		chn	xhn	uhn		1	2	3	1	4	1	flpchn	invchn			1	1	1	1	2	2	0		0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	1	0	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	gth	xhn	1
Breast Plate	0	0	1	1	104	216	12	0	8	0	0	60	0	18	0	10078	113702	brs	brs	0	328	brs		brs	xrs	urs		1	2	3	1	4	1	flpbrs	invbrs			0	0	2	0	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	1	1	0	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	ful	xrs	1
Splint Mail	0	0	1	1	143	300	10	5	9	0	0	36	0	20	0	15489	179890	spl	spl	0	328	spl		spl	xpl	upl		1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	1	0	0	0	0	255	0	0	0	0	255	1	1	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	1	1	20	0	0	0	0	255			2	8	0	aar	xpl	1
Light Plate	0	0	1	1	144	338	14	0	10	0	0	72	0	35	0	28327	535722	ltp	ltp	0	328	ltp		ltp	xtp	utp		1	2	3	1	4	1	flpltp	invltp			2	0	1	1	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	20	0	1	0	0	255	0	0	0	0	255	0	0	1	2	20	0	1	1	1	20			2	8	0	xui	xtp	1
Plate Mail	0	0	1	1	172	366	16	10	11	0	0	72	0	24	0	22335	297020	plt	plt	0	328	plt		plt	xlt	ult		1	2	3	1	4	1	flpplt	invplt			2	2	2	2	1	1	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	20	1	1	1	1	1	0	0	0	0	255	0	0	1	1	20	0	0	0	0	255			2	8	0	xea	xlt	1
Field Plate	0	0	1	1	162	336	20	5	12	0	0	57	0	28	0	23841	366774	fld	fld	0	328	fld		fld	xld	uld		1	2	3	1	4	1	flpfld	invfld			1	1	2	2	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	0	0	0	0	1	0	0	0	0	255	0	0	1	2	20	0	0	0	0	255			2	8	0	xla	xld	1
Gothic Plate	0	0	1	1	204	428	24	5	13	0	0	66	0	32	0	34646	591336	gth	gth	0	328	gth		gth	xth	uth		1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	0	0	0	0	1	0	0	0	0	255	1	1	1	2	20	0	0	0	0	255			2	8	0	xtu	xth	1
Full Plate Mail	0	0	1	1	238	508	30	10	14	0	0	84	0	37	0	47192	915052	ful	ful	0	328	ful		ful	xul	uul		1	2	3	1	4	1	flpful	invful	invfulu	invfulu	2	2	2	2	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	20	0	0	0	0	1	0	0	0	0	255	1	1	1	2	20	0	0	0	0	255			2	8	0	xng	xul	1
Ancient Armor	0	0	1	1	341	724	40	5	15	0	0	72	0	40	0	73864	1522280	aar	aar	0	328	aar		aar	xar	uar		1	2	3	1	4	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	20	0	0	0	0	255	0	0	0	0	255	1	1	1	2	20	0	1	1	2	20			2	8	0	xcl	xar	1
Ghost Armor	0	0	1	1	169	382	8	0	10	0	0	24	0	34	0	30552	331270	xui	xui	0	328	qlt		qui	xui	uui		1	2	3	1	5	1	flpqlt	invghst			0	0	0	0	1	1	0		0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5		0	0	0	0	2	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Serpentskin Armor	0	0	1	1	184	412	8	0	13	0	0	28	0	36	0	34960	395792	xea	xea	0	328	lea		lea	xea	uea		1	2	3	1	5	1	flplea	invserp			0	0	1	0	1	1	0		0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5		0	0	0	0	2	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Demonhide Armor	0	0	1	1	203	446	8	0	16	0	0	33	0	37	0	39090	473516	xla	xla	0	328	hla		hla	xla	ula		1	2	3	1	5	1	flphla	invdemar			1	1	1	0	1	1	0		0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5		0	0	0	0	2	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Trellised Armor	0	0	1	1	229	500	8	0	19	0	0	38	0	40	0	47582	611414	xtu	xtu	0	328	stu		stu	xtu	utu		1	2	3	1	5	1	flpstu	invtrel	invxtuu	invxtuu	1	0	0	1	1	1	0		0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5		0	0	0	0	2	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Linked Mail	0	0	1	1	261	562	12	5	22	0	0	31	0	42	0	56600	787496	xng	xng	0	328	rng		rng	xng	ung		1	2	3	1	5	1	flprng	invlkml			0	0	1	1	1	1	0		0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Tigulated Mail	0	0	1	1	290	622	12	10	25	0	0	43	0	43	0	64242	946386	xcl	xcl	0	328	scl		scl	xcl	ucl		1	2	3	1	5	1	flpscl	invtigu			1	1	1	1	1	1	0		0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Mesh Armor	0	0	1	1	325	692	16	5	28	0	0	54	0	45	0	75440	1148188	xhn	xhn	0	328	chn		chn	xhn	uhn		1	2	3	1	5	1	flpchn	invmesh			1	1	1	1	2	2	0		0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Cuirass	0	0	1	1	312	664	24	0	31	0	0	60	0	47	0	74719	1226912	xrs	xrs	0	328	brs		brs	xrs	urs		1	2	3	1	5	1	flpbrs	invcuir		invxrss	0	0	2	0	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Russet Armor	0	0	1	1	369	790	20	5	34	0	0	36	0	49	0	93404	1576470	xpl	xpl	0	328	spl		spl	xpl	upl		1	2	3	1	5	1	flpspl	invruss			1	1	2	1	1	1	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Mage Plate	0	0	1	1	371	850	28	0	37	0	0	72	0	60	0	118407	2654996	xtp	xtp	0	328	ltp		ltp	xtp	utp		1	2	3	1	5	1	flpltp	invmage			2	0	1	1	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Templar Coat	0	0	1	1	414	892	32	10	40	0	0	72	0	52	0	111395	2035856	xlt	xlt	0	328	plt		plt	xlt	ult		1	2	3	1	5	1	flpplt	invtemp			2	2	2	2	1	1	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Sharktooth Armor	0	0	1	1	401	848	40	5	43	0	0	57	0	55	0	111674	2206318	xld	xld	0	328	fld		fld	xld	uld		1	2	3	1	5	1	flpfld	invshar			1	1	2	2	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Embossed Plate	0	0	1	1	463	986	48	5	46	0	0	66	0	58	0	137817	2914986	xth	xth	0	328	gth		gth	xth	uth		1	2	3	1	5	1	flpgth	invembs			2	2	1	2	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Chaos Armor	0	0	1	1	514	1108	60	10	49	0	0	84	0	61	0	162672	3776822	xul	xul	0	328	ful		ful	xul	uul		1	2	3	1	5	1	flpful	invchao			2	2	2	2	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Ornate Armor	0	0	1	1	669	1438	80	5	52	0	0	72	0	64	0	225120	5392964	xar	xar	0	328	aar		aar	xar	uar		1	2	3	1	5	1	flpaar	invorna	invxaru	invxaru	1	2	2	2	2	0	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Dusk Shroud	100	0	1	1	589	1496	12	0	50	0	0	24	0	65	0	218357	3370296	uui	uui	0	328	qlt		qui	xui	uui		1	2	3	1	6	1	flpqlt	invqlt			0	0	0	0	1	1	0		0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5		0	0	0	0	2	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Wyrmhide	100	0	1	1	598	1514	12	0	55	0	0	28	0	67	0	226927	3570552	uea	uea	0	328	lea		lea	xea	uea		1	2	3	1	6	1	flplea	invwormh			0	0	1	0	1	1	0		0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5		0	0	0	0	2	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Scarab Husk	100	0	1	1	609	1532	12	0	60	0	0	33	0	68	0	232573	3783214	ula	ula	0	328	hla		hla	xla	ula		1	2	3	1	6	1	flphla	invhla			1	1	1	0	1	1	0		0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5		0	0	0	0	2	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Wire Fleece	100	0	1	1	622	1562	12	0	65	0	0	38	0	70	0	243050	4119774	utu	utu	0	328	stu		stu	xtu	utu		1	2	3	1	6	1	flpstu	invstu			1	0	0	1	1	1	0		0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5		0	0	0	0	2	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Diamond Mail	100	0	1	1	638	1592	18	5	70	0	0	31	0	72	0	254435	4486846	ung	ung	0	328	rng		rng	xng	ung		1	2	3	1	6	1	flprng	invdiaml			0	0	1	1	1	1	0		0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Loricated Mail	100	0	1	1	653	1622	18	10	75	0	0	43	0	73	0	262166	4764078	ucl	ucl	0	328	scl		scl	xcl	ucl		1	2	3	1	6	1	flpscl	invloric			1	1	1	1	1	1	0		0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Boneweave	100	0	1	1	670	1658	24	5	80	0	0	54	0	62	0	227700	5072680	uhn	uhn	0	328	chn		chn	xhn	uhn		1	2	3	1	6	1	flpchn	invbnwv			1	1	1	1	2	2	0		0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Great Hauberk	100	0	1	1	668	1654	36	0	85	0	0	60	0	75	0	272206	5352378	urs	urs	0	328	brs		brs	xrs	urs		1	2	3	1	6	1	flpbrs	invgrhbk			0	0	2	0	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Balrog Skin	100	0	1	1	695	1710	30	5	90	0	0	36	0	76	0	285351	5765788	upl	upl	0	328	spl		spl	xpl	upl		1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Archon Plate	100	0	1	1	699	1738	42	0	95	0	0	72	0	84	0	317526	7702744	utp	utp	0	328	ltp		ltp	xtp	utp		1	2	3	1	6	1	flpltp	invltp			2	0	1	1	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Hellforged Plate	100	0	1	1	719	1766	48	10	100	0	0	72	0	78	0	300130	6395442	ult	ult	0	328	plt		plt	xlt	ult		1	2	3	1	6	1	flpplt	invplt			2	2	2	2	1	1	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Kraken Shell	100	0	1	1	717	1750	60	5	105	0	0	57	0	81	0	308015	6823980	uld	uld	0	328	fld		fld	xld	uld		1	2	3	1	6	1	flpfld	invkrakn			1	1	2	2	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Lacquered Plate	100	0	1	1	745	1814	64	5	110	0	0	66	0	82	0	323094	7606928	uth	uth	0	328	gth		gth	xth	uth		1	2	3	1	6	1	flpgth	invgth			2	2	1	2	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
