Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Serpent's	100	1	1	37	0	29			0	1	115	mana	0	40	46		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Serpent's	100	1	1	43	0	35			0	1	115	mana	0	47	52		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Serpent's	100	1	1	49	0	41			0	1	115	mana	0	53	59		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lizard's	100	1	1	1	0	1			0	1	115	mana	0	2	4		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lizard's	100	1	1	9	0	6			0	1	115	mana	0	5	7		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lizard's	100	1	1	17	0	12			0	1	115	mana	0	8	12		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Snake's	100	1	1	25	0	18			0	1	115	mana	0	13	18		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Snake's	100	1	1	33	0	25			0	1	115	mana	0	19	23		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Serpent's	100	1	1	41	0	33			0	1	115	mana	0	24	29		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Serpent's	100	1	1	49	0	41			0	1	115	mana	0	30	34		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lizard's	100	1	1	16	0	12			0	1	115	mana	0	1	2		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lizard's	100	1	1	16	0	12			0	1	115	mana	0	3	7		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Snake's	100	1	1	32	0	24			0	1	115	mana	0	8	12		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Serpent's	100	1	0	48	0	40			0	1	115	mana	0	13	17		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lizard's	1	1	1	3	0	2			0	1	115	mana	0	3	5		0	0	0		0	0	0			armo	ring	amul	rod 	orb 	    	    	boot	glov	    	    	    	0	0	0
Snake's	1	1	1	6	0	4			0	1	115	mana	0	5	10		0	0	0		0	0	0			shld	rod 	belt	ring	amul	circ	    	    	    	    	    	    	0	0	0
Serpent's	1	1	1	14	0	10			0	1	115	mana	0	11	20		0	0	0		0	0	0			shld	rod 	belt	ring	amul	circ	    	    	    	    	    	    	0	0	0
Serpent's	1	1	1	37	0	27			0	1	115	mana	0	11	20		0	0	0		0	0	0			tors	boot	glov	weap	orb 	    	    	rod 	    	    	    	    	0	0	0
Drake's	1	1	1	20	0	15			0	1	115	mana	0	21	30		0	0	0		0	0	0	1	cblu	rod 	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Dragon's	1	1	1	24	0	18			0	1	115	mana	0	31	40		0	0	0		0	0	0	1	cblu	rod 	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Dragon's	1	1	1	52	0	39			0	1	115	mana	0	31	40		0	0	0		0	0	0	1	cblu	tors	boot	glov	    	    	    	    	    	    	    	    	    	0	0	0
Wyrm's	1	1	1	30	0	22			0	1	115	mana	0	41	60		0	0	0		0	0	0	1	cblu	rod 	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Great Wyrm's	100	1	0	37	0	29			0	1	115	mana	0	61	90		0	0	0		0	0	0	1	cblu	rod 	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Bahamut's	100	1	0	45	0	37			0	1	115	mana	0	91	120		0	0	0		0	0	0	1	cblu	rod 	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Zircon	100	1	1	3	0	2			0	1	115	mana	0	5	10		0	0	0		0	0	0	1	cblu	jewl	ncha	    	    	    	    	    	    	    	    	    	    	0	0	0
Jacinth	100	1	1	17	0	12			0	1	115	mana	0	11	15		0	0	0		0	0	0	1	cblu	jewl	ncha	    	    	    	    	    	    	    	    	    	    	0	0	0
Turquoise	100	1	0	29	0	21			0	1	115	mana	0	16	20		0	0	0		0	0	0	1	cblu	jewl	ncha	    	    	    	    	    	    	    	    	    	    	0	0	0
Shimmering	100	1	0	8	13	6			0	1	116	res-all	0	3	6		0	0	0		0	0	0	1	lpur	lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	1280	500
Shimmering	100	1	0	14	34	10			0	1	116	res-all	0	8	12		0	0	0		0	0	0	1	lpur	lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	1280	1500
Shimmering	100	1	0	35	0	27			0	1	116	res-all	0	13	15		0	0	0		0	0	0	1	lpur	lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	1280	5000
Shimmering	100	1	0	17	33	12			0	1	116	res-all	0	3	5		0	0	0		0	0	0	1	lpur	mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	1280	1500
Shimmering	100	1	0	34	0	26			0	1	116	res-all	0	6	8		0	0	0		0	0	0	1	lpur	mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	1280	5000
Shimmering	100	1	0	33	0	25			0	1	116	res-all	0	3	5		0	0	0		0	0	0	1	lpur	scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	1280	10000
Shimmering	100	1	1	6	0	4			0	1	116	res-all	0	3	7		0	0	0		0	0	0	1	lpur	shld	    	    	    	    	    	    	    	    	    	    	    	0	1280	500
Rainbow	100	1	1	18	0	13			0	1	116	res-all	0	8	11		0	0	0		0	0	0	1	lpur	shld	    	    	    	    	    	    	    	    	    	    	    	0	1280	2000
Scintillating	100	1	1	28	0	21			0	1	116	res-all	0	12	15		0	0	0		0	0	0	1	lpur	shld	    	    	    	    	    	    	    	    	    	    	    	0	1280	4000
Prismatic	1	1	1	39	0	31			0	1	116	res-all	0	16	20		0	0	0		0	0	0	1	lpur	shld	    	    	    	    	    	    	    	    	    	    	    	0	1280	8000
Chromatic	100	1	0	50	0	42			0	1	116	res-all	0	21	30		0	0	0		0	0	0	1	lpur	shld	    	    	    	    	    	    	    	    	    	    	    	0	1280	16000
Shimmering	100	1	1	8	0	6			0	1	116	res-all	0	3	7		0	0	0		0	0	0	1	lpur	amul	circ	    	    	    	    	    	    	    	    	    	    	0	1280	3000
Rainbow	100	1	1	21	0	15			0	1	116	res-all	0	8	11		0	0	0		0	0	0	1	lpur	amul	circ	    	    	    	    	    	    	    	    	    	    	0	1280	6000
Scintillating	100	1	1	34	0	25			0	1	116	res-all	0	12	15		0	0	0		0	0	0	1	lpur	amul	circ	    	    	    	    	    	    	    	    	    	    	0	1280	12000
Prismatic	1	1	1	42	0	31			0	1	116	res-all	0	16	20		0	0	0		0	0	0	1	lpur	amul	circ	    	    	    	    	    	    	    	    	    	    	0	1280	24000
Chromatic	100	1	0	55	0	41			0	1	116	res-all	0	21	25		0	0	0		0	0	0	1	lpur	amul	circ	    	    	    	    	    	    	    	    	    	    	0	1280	32000
Shimmering	100	1	1	45	0	37			0	1	116	res-all	0	3	7		0	0	0		0	0	0	1	lpur	ring	    	    	    	    	    	    	    	    	    	    	    	0	1280	4000
Rainbow	100	1	1	56	0	48			0	1	116	res-all	0	8	11		0	0	0		0	0	0	1	lpur	ring	    	    	    	    	    	    	    	    	    	    	    	0	1280	8000
Scintillating	100	1	0	67	0	50			0	1	116	res-all	0	12	15		0	0	0		0	0	0	1	lpur	ring	    	    	    	    	    	    	    	    	    	    	    	0	1280	16000
Shimmering	100	1	1	16	0	12			0	1	116	res-all	0	5	10		0	0	0		0	0	0	1	lpur	jewl	    	    	    	    	    	    	    	    	    	    	    	0	1280	3000
Scintillating	100	1	0	34	0	26			0	1	116	res-all	0	11	15		0	0	0		0	0	0	1	lpur	jewl	    	    	    	    	    	    	    	    	    	    	    	0	1280	8000
Azure	100	1	1	1	0	1			0	1	117	res-cold	0	7	15		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lapis	100	1	1	10	0	7			0	1	117	res-cold	0	16	20		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Cobalt	100	1	1	20	0	15			0	1	117	res-cold	0	21	25		0	0	0		0	0	0	1	lblu	lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Sapphire	100	1	0	30	0	22			0	1	117	res-cold	0	26	30		0	0	0		0	0	0	1	lblu	lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Azure	100	1	1	1	0	1			0	1	117	res-cold	0	4	7		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lapis	100	1	1	16	0	12			0	1	117	res-cold	0	8	10		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Cobalt	100	1	1	25	0	18			0	1	117	res-cold	0	11	12		0	0	0		0	0	0	1	lblu	mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Sapphire	100	1	0	35	0	27			0	1	117	res-cold	0	13	15		0	0	0		0	0	0	1	lblu	mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Azure	100	1	1	1	0	1			0	1	117	res-cold	0	3	5		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lapis	100	1	1	14	0	10			0	1	117	res-cold	0	6	7		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Cobalt	100	1	1	27	0	20			0	1	117	res-cold	0	8	9		0	0	0		0	0	0	1	lblu	scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Sapphire	100	1	0	40	0	32			0	1	117	res-cold	0	10	11		0	0	0		0	0	0	1	lblu	scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Azure	1	1	1	5	0	3			0	1	117	res-cold	0	5	10		0	0	0		0	0	0			armo	weap	ring	amul	orb 	circ	    	    	    	    	    	    	0	0	0
Lapis	1	1	1	12	0	9			0	1	117	res-cold	0	11	20		0	0	0		0	0	0			armo	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Lapis	1	1	1	35	0	26			0	1	117	res-cold	0	11	20		0	0	0		0	0	0			weap	    	    	    	    	    	    	orb 	    	    	    	    	0	0	0
Cobalt	1	1	1	18	0	13			0	1	117	res-cold	0	21	30		0	0	0		0	0	0			armo	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Cobalt	1	1	1	55	0	41			0	1	117	res-cold	0	21	30		0	0	0		0	0	0			weap	    	    	    	    	    	    	orb 	    	    	    	    	0	0	0
Sapphire	1	1	1	25	0	18			0	1	117	res-cold	0	31	40		0	0	0		0	0	0	1	lblu	rod 	boot	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Lapis Lazuli	100	1	1	2	0	1			0	1	117	res-cold	0	5	15		0	0	0		0	0	0	1	lblu	jewl	ncha	rcha	    	    	    	    	    	    	    	    	    	0	0	0
Sapphire	100	1	1	19	0	14			0	1	117	res-cold	0	16	30		0	0	0		0	0	0	1	lblu	jewl	ncha	rcha	    	    	    	    	    	    	    	    	    	0	0	0
Crimson	100	1	1	1	0	1			0	1	118	res-fire	0	7	15		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Russet	100	1	1	10	0	7			0	1	118	res-fire	0	16	20		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Garnet	100	1	1	20	0	15			0	1	118	res-fire	0	21	25		0	0	0		0	0	0	1	lred	lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Ruby	100	1	0	30	0	22			0	1	118	res-fire	0	26	30		0	0	0		0	0	0	1	lred	lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Crimson	100	1	1	1	0	1			0	1	118	res-fire	0	4	7		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Russet	100	1	1	16	0	12			0	1	118	res-fire	0	8	10		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Garnet	100	1	1	25	0	18			0	1	118	res-fire	0	11	12		0	0	0		0	0	0	1	lred	mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Ruby	100	1	0	35	0	27			0	1	118	res-fire	0	13	15		0	0	0		0	0	0	1	lred	mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Crimson	100	1	1	1	0	1			0	1	118	res-fire	0	3	5		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Russet	100	1	1	14	0	10			0	1	118	res-fire	0	6	7		0	0	0		0	0	0	1	lred	scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Garnet	100	1	0	27	0	20			0	1	118	res-fire	0	8	9		0	0	0		0	0	0	1	lred	scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Ruby	100	1	1	40	0	32			0	1	118	res-fire	0	10	11		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Russet	1	1	1	12	0	9			0	1	118	res-fire	0	11	20		0	0	0		0	0	0			armo	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Russet	1	1	1	35	0	26			0	1	118	res-fire	0	11	20		0	0	0		0	0	0			weap	    	    	    	    	    	    	orb 	    	    	    	    	0	0	0
Garnet	1	1	1	18	0	13			0	1	118	res-fire	0	21	30		0	0	0		0	0	0			armo	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Garnet	1	1	1	55	0	41			0	1	118	res-fire	0	21	30		0	0	0		0	0	0			weap	    	    	    	    	    	    	orb 	    	    	    	    	0	0	0
Ruby	1	1	1	25	0	18			0	1	118	res-fire	0	31	40		0	0	0		0	0	0	1	lred	rod 	boot	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Garnet	100	1	1	2	0	1			0	1	117	res-fire	0	5	15		0	0	0		0	0	0	1	lred	jewl	ncha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Ruby	100	1	1	18	0	13			0	1	117	res-fire	0	16	30		0	0	0		0	0	0	1	lred	jewl	ncha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Tangerine	100	1	1	1	0	1			0	1	119	res-ltng	0	7	15		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	    	    	    	    	    	    	    	0	0	0
Ocher	100	1	1	10	0	7			0	1	119	res-ltng	0	16	20		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	    	    	    	    	    	    	    	0	0	0
Coral	100	1	1	20	0	15			0	1	119	res-ltng	0	21	25		0	0	0		0	0	0	1	lyel	lcha	qcha	ncha	ocha	rcha	    	    	    	    	    	    	    	0	0	0
Amber	100	1	0	30	0	22			0	1	119	res-ltng	0	26	30		0	0	0		0	0	0	1	lyel	lcha	qcha	ncha	ocha	rcha	    	    	    	    	    	    	    	0	0	0
Tangerine	100	1	1	1	0	1			0	1	119	res-ltng	0	4	7		0	0	0		0	0	0			mcha	tcha	wcha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Ocher	100	1	1	16	0	12			0	1	119	res-ltng	0	8	10		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	    	    	    	    	    	    	    	0	0	0
Coral	100	1	1	25	0	18			0	1	119	res-ltng	0	11	12		0	0	0		0	0	0	1	lyel	mcha	tcha	hcha	wcha	rcha	    	    	    	    	    	    	    	0	0	0
Amber	100	1	0	35	0	27			0	1	119	res-ltng	0	13	15		0	0	0		0	0	0	1	lyel	mcha	tcha	hcha	wcha	rcha	    	    	    	    	    	    	    	0	0	0
Tangerine	100	1	1	1	0	1			0	1	119	res-ltng	0	3	5		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	    	    	    	    	    	    	    	0	0	0
Ocher	100	1	1	14	0	10			0	1	119	res-ltng	0	6	7		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	    	    	    	    	    	    	    	0	0	0
Coral	100	1	1	27	0	20			0	1	119	res-ltng	0	8	9		0	0	0		0	0	0	1	lyel	scha	tcha	hcha	wcha	rcha	    	    	    	    	    	    	    	0	0	0
Amber	100	1	0	40	0	32			0	1	119	res-ltng	0	10	11		0	0	0		0	0	0	1	lyel	scha	tcha	hcha	wcha	rcha	    	    	    	    	    	    	    	0	0	0
Tangerine	1	1	1	5	0	3			0	1	119	res-ltng	0	5	10		0	0	0		0	0	0			armo	weap	ring	amul	orb 	circ	    	    	    	    	    	    	0	0	0
Ocher	1	1	1	12	0	9			0	1	119	res-ltng	0	11	20		0	0	0		0	0	0			armo	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Ocher	1	1	1	35	0	26			0	1	119	res-ltng	0	11	20		0	0	0		0	0	0			weap	    	    	    	    	    	    	orb 	    	    	    	    	0	0	0
Coral	1	1	1	18	0	13			0	1	119	res-ltng	0	21	30		0	0	0		0	0	0			armo	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Coral	1	1	1	55	0	41			0	1	119	res-ltng	0	21	30		0	0	0		0	0	0			weap	    	    	    	    	    	    	orb 	    	    	    	    	0	0	0
Amber	1	1	1	25	0	18			0	1	119	res-ltng	0	31	40		0	0	0		0	0	0	1	lyel	rod 	boot	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Camphor	100	1	1	2	0	1			0	1	117	res-ltng	0	5	15		0	0	0		0	0	0	1	lyel	jewl	ncha	rcha	    	    	    	    	    	    	    	    	    	0	0	0
Ambergris	100	1	1	19	0	14			0	1	117	res-ltng	0	16	30		0	0	0		0	0	0	1	lyel	jewl	ncha	rcha	    	    	    	    	    	    	    	    	    	0	0	0
Beryl	100	1	1	1	0	1			0	1	120	res-pois	0	7	15		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Viridian	100	1	1	10	0	7			0	1	120	res-pois	0	16	20		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Jade	100	1	1	20	0	15			0	1	120	res-pois	0	21	25		0	0	0		0	0	0	1	cgrn	lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Emerald	100	1	0	30	0	22			0	1	120	res-pois	0	26	30		0	0	0		0	0	0	1	cgrn	lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Beryl	100	1	1	1	0	1			0	1	120	res-pois	0	4	7		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Viridian	100	1	1	16	0	12			0	1	120	res-pois	0	8	10		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Jade	100	1	1	25	0	18			0	1	120	res-pois	0	11	12		0	0	0		0	0	0	1	cgrn	mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Emerald	100	1	0	35	0	27			0	1	120	res-pois	0	13	15		0	0	0		0	0	0	1	cgrn	mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Beryl	100	1	1	1	0	1			0	1	120	res-pois	0	3	5		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Viridian	100	1	1	14	0	10			0	1	120	res-pois	0	6	7		0	0	0		0	0	0			scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Jade	100	1	1	27	0	20			0	1	120	res-pois	0	8	9		0	0	0		0	0	0	1	cgrn	scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Emerald	100	1	0	40	0	32			0	1	120	res-pois	0	10	11		0	0	0		0	0	0	1	cgrn	scha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Beryl	1	1	1	5	0	3			0	1	120	res-pois	0	5	10		0	0	0		0	0	0			armo	weap	ring	amul	orb 	circ	    	    	    	    	    	    	0	0	0
Viridian	1	1	1	12	0	9			0	1	120	res-pois	0	11	20		0	0	0		0	0	0			armo	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Viridian	1	1	1	35	0	26			0	1	120	res-pois	0	11	20		0	0	0		0	0	0			weap	    	    	    	    	    	    	orb 	    	    	    	    	0	0	0
Jade	1	1	1	18	0	13			0	1	120	res-pois	0	21	30		0	0	0		0	0	0			armo	ring	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Jade	1	1	1	55	0	41			0	1	120	res-pois	0	21	30		0	0	0		0	0	0			weap	    	    	    	    	    	    	orb 	    	    	    	    	0	0	0
Emerald	1	1	1	25	0	18			0	1	120	res-pois	0	31	40		0	0	0		0	0	0	1	cgrn	rod 	boot	amul	orb 	circ	    	    	    	    	    	    	    	0	0	0
Beryl	100	1	1	2	0	1			0	1	117	res-pois	0	5	15		0	0	0		0	0	0	1	cgrn	jewl	ncha	ocha	rcha	    	    	    	    	    	    	    	    	0	0	0
Jade	100	1	1	19	0	14			0	1	117	res-pois	0	16	30		0	0	0		0	0	0	1	cgrn	jewl	ncha	ocha	rcha	    	    	    	    	    	    	    	    	0	0	0
Triumphant	1	1	1	3	0	2			0	1	121	mana-kill	0	1	2		0	0	0		0	0	0			weap	ring	circ	    	    	    	    	    	    	    	    	    	0	0	0
Victorious	100	1	1	17	0	12			0	1	121	mana-kill	0	3	5		0	0	0		0	0	0			weap	circ	    	    	    	    	    	    	    	    	    	    	0	0	0
Aureolin	100	1	1	22	0	16			0	1	121	mana-kill	0	1	3		0	0	0		0	0	0			jewl	ncha	ocha	rcha	    	    	    	    	    	    	    	    	0	0	0
Mechanist's	100	1	1	10	0	7			0	1	122	sock	1	0	0		0	0	0		0	0	0			weap	shld	helm	tors	circ	mboq	mxbq	thro	    	    	    	    	0	0	0
Artificer's	100	1	0	33	0	25			0	1	122	sock	3	0	0		0	0	0		0	0	0			weap	shld	helm	tors	mboq	mxbq	    	thro	    	    	    	    	0	0	0
Jeweler's	100	1	0	55	0	47			0	1	122	sock	4	0	0		0	0	0		0	0	0			weap	shld	helm	tors	mboq	mxbq	    	thro	    	    	    	    	0	0	0
Fletcher's	100	1	0	50	0	42	ama		0	1	125	skilltab	0	1	1		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Acrobat's	100	1	0	50	0	42	ama		0	1	125	skilltab	1	1	1		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Harpoonist's	100	1	0	50	0	42	ama		0	1	125	skilltab	2	1	1		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Fletcher's	100	1	1	20	0	15	ama		0	1	125	skilltab	0	1	1		0	0	0		0	0	0			miss	glov	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Bowyer's	100	1	1	40	0	30	ama		0	1	125	skilltab	0	2	2		0	0	0		0	0	0	1	lgld	miss	glov	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Archer's	100	1	0	60	0	45	ama		0	1	125	skilltab	0	3	3		0	0	0		0	0	0	1	lgld	miss	glov	mboq	mxbq	    	    	    	    	    	    	    	    	0	0	0
Acrobat's	100	1	1	20	0	15	ama		0	1	125	skilltab	1	1	1		0	0	0		0	0	0			glov	amul	circ	    	    	    	    	    	    	    	    	    	0	0	0
Gymnast's	100	1	1	40	0	30	ama		0	1	125	skilltab	1	2	2		0	0	0		0	0	0	1	lgld	glov	amul	circ	    	    	    	    	    	    	    	    	    	0	0	0
Athlete's	100	1	0	60	0	45	ama		0	1	125	skilltab	1	3	3		0	0	0		0	0	0	1	lgld	glov	amul	circ	    	    	    	    	    	    	    	    	    	0	0	0
Harpoonist's	100	1	1	20	0	15	ama		0	1	125	skilltab	2	1	1		0	0	0		0	0	0			spea	glov	    	    	    	    	    	    	    	    	    	    	0	0	0
Spearmaiden's	100	1	1	40	0	30	ama		0	1	125	skilltab	2	2	2		0	0	0		0	0	0	1	lgld	spea	glov	    	    	    	    	    	    	    	    	    	    	0	0	0
Lancer's	100	1	0	60	0	45	ama		0	1	125	skilltab	2	3	3		0	0	0		0	0	0	1	lgld	spea	glov	    	    	    	    	    	    	    	    	    	    	0	0	0
Burning	100	1	1	50	0	42	sor		0	1	125	skilltab	3	1	1		0	0	0		0	0	0			lcha	qcha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Sparking	100	1	1	50	0	42	sor		0	1	125	skilltab	4	1	1		0	0	0		0	0	0			lcha	qcha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Chilling	100	1	1	50	0	42	sor		0	1	125	skilltab	5	1	1		0	0	0		0	0	0			lcha	qcha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Burning	100	1	1	20	0	15	sor		0	1	125	skilltab	3	1	1		0	0	0		0	0	0			staf	orb 	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Blazing	100	1	1	40	0	30	sor		0	1	125	skilltab	3	2	2		0	0	0		0	0	0	1	lgld	staf	orb 	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Volcanic	100	1	0	60	0	45	sor		0	1	125	skilltab	3	3	3		0	0	0		0	0	0	1	lgld	staf	orb 	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Sparking	100	1	1	20	0	15	sor		0	1	125	skilltab	4	1	1		0	0	0		0	0	0			staf	orb 	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Charged	100	1	1	40	0	30	sor		0	1	125	skilltab	4	2	2		0	0	0		0	0	0	1	lgld	staf	orb 	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Powered	100	1	0	60	0	45	sor		0	1	125	skilltab	4	3	3		0	0	0		0	0	0	1	lgld	staf	orb 	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Chilling	100	1	1	20	0	15	sor		0	1	125	skilltab	5	1	1		0	0	0		0	0	0			staf	orb 	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Freezing	100	1	1	40	0	30	sor		0	1	125	skilltab	5	2	2		0	0	0		0	0	0	1	lgld	staf	orb 	amul	circ	    	    	    	    	    	    	    	    	0	0	0
Glacial	100	1	0	60	0	45	sor		0	1	125	skilltab	5	3	3		0	0	0		0	0	0	1	lgld	staf	orb 	amul	circ	    	    	    	    	    	    	    	    	0	0	0
